preco_imovel,condominio,iptu,rua,numero,bairro,cidade,area_util,quartos,banheiros,garagens,endereco_completo,address_found,latitude_calculada,longitude_calculada,Dist_Centro,Dist_UFSM,Dist_Royal,Dist_Pnova,Dist_HUSM,Dist_Caridade,Dist_Parque_Itaimbe,Dist_Praça_Roque,Dist_Praça_Saldanha,Dist_Club_Dores,Dist_Aeroporto,escola_fundamental,escola_infantil,geometry,apartamento,casa,cobertura,ln_preco,LISA_Cluster,p_valor_lisa
829250,,,Rua Becker Pinto,114.0,Menino Jesus,Santa Maria,82.0,2,2,1,"Rua Becker Pinto, 114 - Menino Jesus, Santa Maria, Brasil","R. Becker Pinto, 114 - Menino Jesus, Santa Maria - RS, 97050-070, Brazil",-29.6838511,-53.798106,0.0011997376675797829,0.00011046411635347536,0.0013137341930923867,0.0002505200929555758,0.00011502961438393854,0.0008477643417595832,0.0020586582197017257,0.0009082920263807639,0.0011249637565708297,0.0021367599058727117,0.00010173288651002195,0,0,POINT (-53.798106 -29.6838511),1,0,0,13.628276956809298,Não Significativo,0.295
457657,,,Rua Becker Pinto,114.0,Menino Jesus,Santa Maria,83.0,2,1,1,"Rua Becker Pinto, 114 - Menino Jesus, Santa Maria, Brasil","R. Becker Pinto, 114 - Menino Jesus, Santa Maria - RS, 97050-070, Brazil",-29.6838511,-53.798106,0.0011997376675797829,0.00011046411635347536,0.0013137341930923867,0.0002505200929555758,0.00011502961438393854,0.0008477643417595832,0.0020586582197017257,0.0009082920263807639,0.0011249637565708297,0.0021367599058727117,0.00010173288651002195,0,0,POINT (-53.798106 -29.6838511),1,0,0,13.03387527422747,Não Significativo,0.384
275000,,,Rua Becker Pinto,32.0,Menino Jesus,Santa Maria,90.0,3,1,1,"Rua Becker Pinto, 32 - Menino Jesus, Santa Maria, Brasil","R. Becker Pinto, 32 - Menino Jesus, Santa Maria - RS, 97050-070, Brazil",-29.6826469,-53.7982561,0.0011020190565881613,0.0001095654669706784,0.0011236167929183256,0.0002457840065914609,0.00011416006110007096,0.0007847780425796307,0.0019279895512743844,0.0008389964045313221,0.0010858269996346169,0.0016647482888687431,0.00010120072412499093,1,0,POINT (-53.7982561 -29.6826469),0,1,0,12.524526376648708,Não Significativo,0.353
830000,,,Rua Belém,0.0,Pinheiro Machado,Santa Maria,146.0,3,2,2,"Rua Belém, 0 - Pinheiro Machado, Santa Maria, Brasil","R. Belém, 0 - Pinheiro Machado, Santa Maria - RS, 97070-150, Brazil",-29.6951449,-53.8579253,0.00019333394404299104,7.068910801702972e-05,0.00016326166691818644,0.000327259907219383,7.163850487902519e-05,0.00019892344868927307,0.00018383361214034907,0.0001979652311383838,0.00019846780679744715,0.0001673660783355286,6.5336270192934e-05,0,0,POINT (-53.8579253 -29.6951449),0,1,0,13.62918097977278,Não Significativo,0.217
455000,,,Rua Belo Horizonte,665.0,Pinheiro Machado,Santa Maria,144.0,3,3,2,"Rua Belo Horizonte, 665 - Pinheiro Machado, Santa Maria, Brasil","R. Belo Horizonte, 665 - Pinheiro Machado, Santa Maria - RS, 97030-060, Brazil",-29.6982796,-53.870248,0.00015611871354288535,6.555214666490472e-05,0.00013608850382470077,0.0002461030026396136,6.625502489933981e-05,0.00016007462233599056,0.0001497173002453855,0.00015936360737911614,0.00015930139326415942,0.0001387791715046504,6.0733451182519374e-05,0,0,POINT (-53.870248 -29.6982796),0,1,0,13.028052697933088,Low-Low (Baixo-Baixo),0.009
435000,,,Rua Belo Horizonte,1186.0,Pinheiro Machado,Santa Maria,144.0,3,3,1,"Rua Belo Horizonte, 1186 - Pinheiro Machado, Santa Maria, Brasil","R. Belo Horizonte, 1186 - Pinheiro Machado, Santa Maria - RS, 97030-060, Brazil",-29.6975585,-53.8698558,0.0001573674707380918,6.565544713469919e-05,0.00013696653962066855,0.0002471057710866197,6.637786496878212e-05,0.00016127131480534644,0.00015094826407407438,0.00016057709018413898,0.00016068180008003727,0.00013974581411540683,6.0852374539688854e-05,0,0,POINT (-53.8698558 -29.6975585),0,1,0,12.983101310070822,Low-Low (Baixo-Baixo),0.021
499000,,,Rua Belo Horizonte,391.0,Pinheiro Machado,Santa Maria,146.0,3,2,2,"Rua Belo Horizonte, 391 - Pinheiro Machado, Santa Maria, Brasil","R. Belo Horizonte, 391 - Pinheiro Machado, Santa Maria - RS, 97030-060, Brazil",-29.6958633,-53.8691149,0.0001598531522930503,6.581669211193613e-05,0.00013868002090862083,0.00024800602523544616,6.65831755882776e-05,0.0001635882988627083,0.00015344718614033532,0.00016294306066483928,0.00016347547135746627,0.00014166202305702566,6.106249991164559e-05,0,0,POINT (-53.8691149 -29.6958633),0,1,0,13.120361374733656,Não Significativo,0.136
890000,R$ 330,,Rua Benjamin Constant,414.0,Menino Jesus,Santa Maria,103.0,3,2,2,"Rua Benjamin Constant, 414 - Menino Jesus, Santa Maria, Brasil","R. Benjamin Constant, 414 - Centro, Santa Maria - RS, 97050-022, Brazil",-29.6810501,-53.8007934,0.0011108131179694161,0.00010608063192057345,0.0008650400694689855,0.000249057356198549,0.0001104252628573824,0.0007664863915638659,0.0021278864254218343,0.0008233493580836336,0.0012307063190387546,0.0011703588958914503,9.834697208308397e-05,1,1,POINT (-53.8007934 -29.6810501),1,0,0,13.698976741708323,High-Low (Alto-Baixo),0.016
720000,R$ 500,,Rua Benjamin Constant,1312.0,Menino Jesus,Santa Maria,108.0,3,2,1,"Rua Benjamin Constant, 1312 - Menino Jesus, Santa Maria, Brasil","R. Benjamin Constant, 1312 - Centro, Santa Maria - RS, 97050-022, Brazil",-29.6886548,-53.7996552,0.0018941327193185199,0.00011159539426027416,0.002049442227769429,0.00028200890349922546,0.0001157236361910053,0.0013873851186339706,0.0018705372409490567,0.0015036111133758842,0.0013112283849079473,0.0034081418868512885,0.00010160620379332713,1,1,POINT (-53.7996552 -29.6886548),1,0,0,13.487006490992238,Não Significativo,0.483
425000,R$ 300,,Rua Benjamin Constant,768.0,Centro,Santa Maria,109.0,3,3,1,"Rua Benjamin Constant, 768 - Centro, Santa Maria, Brasil","R. Benjamin Constant, 768 - Centro, Santa Maria - RS, 97050-020, Brazil",-29.684138,-53.8006009,0.0015877270903319589,0.00010805613975957025,0.0011592435712090821,0.00026389167137977717,0.00011230617675754583,0.0009906847526825599,0.004093660025383472,0.001082370352302191,0.0015410934684436071,0.0017878195894570996,9.946904389430763e-05,0,1,POINT (-53.8006009 -29.684138),1,0,0,12.959844447906553,Não Significativo,0.481
425000,R$ 350,,Rua Benjamin Constant,768.0,Menino Jesus,Santa Maria,109.0,3,3,1,"Rua Benjamin Constant, 768 - Menino Jesus, Santa Maria, Brasil","R. Benjamin Constant, 768 - Centro, Santa Maria - RS, 97050-020, Brazil",-29.684138,-53.8006009,0.0015877270903319589,0.00010805613975957025,0.0011592435712090821,0.00026389167137977717,0.00011230617675754583,0.0009906847526825599,0.004093660025383472,0.001082370352302191,0.0015410934684436071,0.0017878195894570996,9.946904389430763e-05,0,1,POINT (-53.8006009 -29.684138),1,0,0,12.959844447906553,Não Significativo,0.481
450000,R$ 400,,Rua Benjamin Constant,1160.0,Menino Jesus,Santa Maria,109.0,3,3,1,"Rua Benjamin Constant, 1160 - Menino Jesus, Santa Maria, Brasil","R. Benjamin Constant, 1160 - Centro, Santa Maria - RS, 97050-022, Brazil",-29.687484,-53.800297,0.002120574583240055,0.00011025105435390335,0.0016710942538653232,0.00027985333075492875,0.00011437180384946741,0.0013431651664813427,0.002533219940885403,0.0014816249657648268,0.0015086838882585364,0.0028879559702901254,0.00010068487416266432,0,1,POINT (-53.800297 -29.687484),1,0,0,13.017002861746503,Não Significativo,0.325
720000,R$ 350,,Rua Benjamin Constant,1312.0,Nossa Senhora das Dores,Santa Maria,109.0,3,2,1,"Rua Benjamin Constant, 1312 - Nossa Senhora das Dores, Santa Maria, Brasil","R. Benjamin Constant, 1312 - Centro, Santa Maria - RS, 97050-022, Brazil",-29.6886548,-53.7996552,0.0018941327193185199,0.00011159539426027416,0.002049442227769429,0.00028200890349922546,0.0001157236361910053,0.0013873851186339706,0.0018705372409490567,0.0015036111133758842,0.0013112283849079473,0.0034081418868512885,0.00010160620379332713,1,1,POINT (-53.7996552 -29.6886548),1,0,0,13.487006490992238,Não Significativo,0.483
279000,R$ 400,,Rua Benjamin Constant,552.0,Centro,Santa Maria,126.0,2,2,1,"Rua Benjamin Constant, 552 - Centro, Santa Maria, Brasil","R. Benjamin Constant, 552 - Centro, Santa Maria - RS, 97050-020, Brazil",-29.6821702,-53.8004171,0.0012317525387384347,0.00010710254008253888,0.0009704419562058177,0.00025301082472424324,0.00011145220924042624,0.0008278680014544779,0.002589663924281331,0.0008931931301855352,0.0013098458079223551,0.0013740525846527968,9.904057830276394e-05,1,1,POINT (-53.8004171 -29.6821702),1,0,0,12.538967060803502,Low-Low (Baixo-Baixo),0.02
550000,R$ 280,,Rua Benjamin Constant,915.0,Centro,Santa Maria,129.0,3,2,1,"Rua Benjamin Constant, 915 - Centro, Santa Maria, Brasil","R. Benjamin Constant, 915 - Centro, Santa Maria - RS, 97050-021, Brazil",-29.685378,-53.8012971,0.0020576720197679975,0.00010804253299045759,0.0012313552757324457,0.00027416429324046953,0.00011215665228264569,0.0011664648432176484,0.005680063541994787,0.0012942921204504344,0.0018141989306166982,0.001918285950412586,9.918013491481472e-05,0,1,POINT (-53.8012971 -29.685378),1,0,0,13.217673557208654,Não Significativo,0.305
450000,R$ 450,,Rua Benjamin Constant,1178.0,Centro,Santa Maria,134.0,3,3,1,"Rua Benjamin Constant, 1178 - Centro, Santa Maria, Brasil","R. Benjamin Constant, 1178 - Centro, Santa Maria - RS, 97050-022, Brazil",-29.68758979999999,-53.800227,0.002099533559922811,0.00011038461108154514,0.0017041239099460262,0.00027999245248183023,0.00011450761749099956,0.001347447762289101,0.0024507468180203873,0.0014842506961467554,0.0014874004710426542,0.0029571335561973163,0.00010077944849757337,0,1,POINT (-53.800227 -29.68758979999999),1,0,0,13.017002861746503,Não Significativo,0.352
470000,R$ 320,,Rua Benjamin Constant,915.0,Centro,Santa Maria,143.0,3,1,1,"Rua Benjamin Constant, 915 - Centro, Santa Maria, Brasil","R. Benjamin Constant, 915 - Centro, Santa Maria - RS, 97050-021, Brazil",-29.685378,-53.8012971,0.0020576720197679975,0.00010804253299045759,0.0012313552757324457,0.00027416429324046953,0.00011215665228264569,0.0011664648432176484,0.005680063541994787,0.0012942921204504344,0.0018141989306166982,0.001918285950412586,9.918013491481472e-05,0,1,POINT (-53.8012971 -29.685378),1,0,0,13.060487973686241,Não Significativo,0.328
600000,R$ 450,,Rua Benjamin Constant,915.0,Centro,Santa Maria,148.0,3,2,1,"Rua Benjamin Constant, 915 - Centro, Santa Maria, Brasil","R. Benjamin Constant, 915 - Centro, Santa Maria - RS, 97050-021, Brazil",-29.685378,-53.8012971,0.0020576720197679975,0.00010804253299045759,0.0012313552757324457,0.00027416429324046953,0.00011215665228264569,0.0011664648432176484,0.005680063541994787,0.0012942921204504344,0.0018141989306166982,0.001918285950412586,9.918013491481472e-05,0,1,POINT (-53.8012971 -29.685378),1,0,0,13.304684934198283,Não Significativo,0.295
1120000,R$ 350,,Rua Benjamin Constant,900.0,Centro,Santa Maria,160.0,3,2,1,"Rua Benjamin Constant, 900 - Centro, Santa Maria, Brasil","R. Benjamin Constant, 900 - Centro, Santa Maria - RS, 97050-020, Brazil",-29.68523129999999,-53.8008429,0.0018864517365290488,0.0001084266539961172,0.0012655042763180429,0.00027091534830841514,0.00011259946217313513,0.0011168633317426156,0.0046797143919610935,0.001231634391045784,0.001674960050928909,0.002022874296864482,9.955910091649142e-05,0,1,POINT (-53.8008429 -29.68523129999999),1,0,0,13.928839243271277,Não Significativo,0.118
1250000,,R$ 2.850,Rua Benjamin Constant,1020.0,Centro,Santa Maria,160.0,3,4,1,"Rua Benjamin Constant, 1020 - Centro, Santa Maria, Brasil","R. Benjamin Constant, 1020 - Centro, Santa Maria - RS, 97050-022, Brazil",-29.6862738,-53.8006567,0.0020757443158628667,0.00010920053749998826,0.001425546483929487,0.0002754874625977888,0.00011334386265197609,0.0012270872906808524,0.0035928656300438355,0.0013581785797374757,0.0016423839009715906,0.0023879398985099678,0.00010002109092807614,0,1,POINT (-53.8006567 -29.6862738),0,1,0,14.038654109278484,High-Low (Alto-Baixo),0.03
1180000,R$ 190,,Rua Benjamin Constant,1312.0,Nossa Senhora das Dores,Santa Maria,190.0,3,3,2,"Rua Benjamin Constant, 1312 - Nossa Senhora das Dores, Santa Maria, Brasil","R. Benjamin Constant, 1312 - Centro, Santa Maria - RS, 97050-022, Brazil",-29.6886548,-53.7996552,0.0018941327193185199,0.00011159539426027416,0.002049442227769429,0.00028200890349922546,0.0001157236361910053,0.0013873851186339706,0.0018705372409490567,0.0015036111133758842,0.0013112283849079473,0.0034081418868512885,0.00010160620379332713,1,1,POINT (-53.7996552 -29.6886548),0,0,1,13.981024996441848,Não Significativo,0.402
650000,,,Rua Benjamin Constant,860.0,Centro,Santa Maria,196.0,3,2,2,"Rua Benjamin Constant, 860 - Centro, Santa Maria, Brasil","R. Benjamin Constant, 860 - Centro, Santa Maria - RS, 97050-020, Brazil",-29.6847979,-53.8008272,0.0017768148605415335,0.00010819965060646493,0.0012153003929758197,0.0002685168918170899,0.00011239428399765335,0.0010683744275238301,0.004754945715834307,0.0011745609245650142,0.001645867914146992,0.001910614481137744,9.945095351777803e-05,0,1,POINT (-53.8008272 -29.6847979),0,0,1,13.38472764187182,Não Significativo,0.304
650000,R$ 350,,Rua Benjamin Constant,670.0,Centro,Santa Maria,235.0,4,3,1,"Rua Benjamin Constant, 670 - Centro, Santa Maria, Brasil","R. Benjamin Constant, 670 - Centro, Santa Maria - RS, 97050-680, Brazil",-29.6830697,-53.8004545,0.001371944499787238,0.00010758926773426598,0.0010541761677231617,0.00025769914904141497,0.00011190048044837947,0.0008940987761853592,0.0031859098636012346,0.0009696527288870761,0.0014104916278408262,0.001551529706585182,9.928425035530419e-05,0,1,POINT (-53.8004545 -29.6830697),0,0,1,13.38472764187182,Low-Low (Baixo-Baixo),0.004
470000,R$ 300,,Rua Benjamin Constant,915.0,Centro,Santa Maria,143.0,3,2,1,"Rua Benjamin Constant, 915 - Centro, Santa Maria, Brasil","R. Benjamin Constant, 915 - Centro, Santa Maria - RS, 97050-021, Brazil",-29.685378,-53.8012971,0.0020576720197679975,0.00010804253299045759,0.0012313552757324457,0.00027416429324046953,0.00011215665228264569,0.0011664648432176484,0.005680063541994787,0.0012942921204504344,0.0018141989306166982,0.001918285950412586,9.918013491481472e-05,0,1,POINT (-53.8012971 -29.685378),1,0,0,13.060487973686241,Não Significativo,0.327
490000,,,Rua Benjamin Constant,915.0,Centro,Santa Maria,143.0,3,2,1,"Rua Benjamin Constant, 915 - Centro, Santa Maria, Brasil","R. Benjamin Constant, 915 - Centro, Santa Maria - RS, 97050-021, Brazil",-29.685378,-53.8012971,0.0020576720197679975,0.00010804253299045759,0.0012313552757324457,0.00027416429324046953,0.00011215665228264569,0.0011664648432176484,0.005680063541994787,0.0012942921204504344,0.0018141989306166982,0.001918285950412586,9.918013491481472e-05,0,1,POINT (-53.8012971 -29.685378),1,0,0,13.102160670086809,Não Significativo,0.321
650000,R$ 350,,Rua Benjamin Constant,860.0,Centro,Santa Maria,196.0,3,3,2,"Rua Benjamin Constant, 860 - Centro, Santa Maria, Brasil","R. Benjamin Constant, 860 - Centro, Santa Maria - RS, 97050-020, Brazil",-29.6847979,-53.8008272,0.0017768148605415335,0.00010819965060646493,0.0012153003929758197,0.0002685168918170899,0.00011239428399765335,0.0010683744275238301,0.004754945715834307,0.0011745609245650142,0.001645867914146992,0.001910614481137744,9.945095351777803e-05,0,1,POINT (-53.8008272 -29.6847979),0,0,1,13.38472764187182,Não Significativo,0.304
650000,R$ 300,,Rua Benjamin Constant,670.0,Centro,Santa Maria,235.0,4,2,1,"Rua Benjamin Constant, 670 - Centro, Santa Maria, Brasil","R. Benjamin Constant, 670 - Centro, Santa Maria - RS, 97050-680, Brazil",-29.6830697,-53.8004545,0.001371944499787238,0.00010758926773426598,0.0010541761677231617,0.00025769914904141497,0.00011190048044837947,0.0008940987761853592,0.0031859098636012346,0.0009696527288870761,0.0014104916278408262,0.001551529706585182,9.928425035530419e-05,0,1,POINT (-53.8004545 -29.6830697),1,0,0,13.38472764187182,Low-Low (Baixo-Baixo),0.004
600000,R$ 300,,Rua Benjamin Constant,670.0,Centro,Santa Maria,235.0,4,2,1,"Rua Benjamin Constant, 670 - Centro, Santa Maria, Brasil","R. Benjamin Constant, 670 - Centro, Santa Maria - RS, 97050-680, Brazil",-29.6830697,-53.8004545,0.001371944499787238,0.00010758926773426598,0.0010541761677231617,0.00025769914904141497,0.00011190048044837947,0.0008940987761853592,0.0031859098636012346,0.0009696527288870761,0.0014104916278408262,0.001551529706585182,9.928425035530419e-05,0,1,POINT (-53.8004545 -29.6830697),0,0,1,13.304684934198283,Low-Low (Baixo-Baixo),0.004
199000,R$ 250,,Rua Benjamin Constant,552.0,Centro,Santa Maria,66.0,1,1,0,"Rua Benjamin Constant, 552 - Centro, Santa Maria, Brasil","R. Benjamin Constant, 552 - Centro, Santa Maria - RS, 97050-020, Brazil",-29.6821702,-53.8004171,0.0012317525387384347,0.00010710254008253888,0.0009704419562058177,0.00025301082472424324,0.00011145220924042624,0.0008278680014544779,0.002589663924281331,0.0008931931301855352,0.0013098458079223551,0.0013740525846527968,9.904057830276394e-05,1,1,POINT (-53.8004171 -29.6821702),1,0,0,12.201060103706629,Low-Low (Baixo-Baixo),0.026
520000,,,Rua Benjamin Constant,900.0,Centro,Santa Maria,66.0,2,1,1,"Rua Benjamin Constant, 900 - Centro, Santa Maria, Brasil","R. Benjamin Constant, 900 - Centro, Santa Maria - RS, 97050-020, Brazil",-29.68523129999999,-53.8008429,0.0018864517365290488,0.0001084266539961172,0.0012655042763180429,0.00027091534830841514,0.00011259946217313513,0.0011168633317426156,0.0046797143919610935,0.001231634391045784,0.001674960050928909,0.002022874296864482,9.955910091649142e-05,0,1,POINT (-53.8008429 -29.68523129999999),1,0,0,13.16158409055761,Não Significativo,0.2
530000,,,Rua Benjamin Constant,900.0,Centro,Santa Maria,66.0,2,1,1,"Rua Benjamin Constant, 900 - Centro, Santa Maria, Brasil","R. Benjamin Constant, 900 - Centro, Santa Maria - RS, 97050-020, Brazil",-29.68523129999999,-53.8008429,0.0018864517365290488,0.0001084266539961172,0.0012655042763180429,0.00027091534830841514,0.00011259946217313513,0.0011168633317426156,0.0046797143919610935,0.001231634391045784,0.001674960050928909,0.002022874296864482,9.955910091649142e-05,0,1,POINT (-53.8008429 -29.68523129999999),1,0,0,13.180632285528304,Não Significativo,0.198
520021,,,Rua Benjamin Constant,900.0,Centro,Santa Maria,66.0,2,2,1,"Rua Benjamin Constant, 900 - Centro, Santa Maria, Brasil","R. Benjamin Constant, 900 - Centro, Santa Maria - RS, 97050-020, Brazil",-29.68523129999999,-53.8008429,0.0018864517365290488,0.0001084266539961172,0.0012655042763180429,0.00027091534830841514,0.00011259946217313513,0.0011168633317426156,0.0046797143919610935,0.001231634391045784,0.001674960050928909,0.002022874296864482,9.955910091649142e-05,0,1,POINT (-53.8008429 -29.68523129999999),1,0,0,13.161624474357557,Não Significativo,0.2
520021,,,Rua Benjamin Constant,900.0,Centro,Santa Maria,66.0,2,2,1,"Rua Benjamin Constant, 900 - Centro, Santa Maria, Brasil","R. Benjamin Constant, 900 - Centro, Santa Maria - RS, 97050-020, Brazil",-29.68523129999999,-53.8008429,0.0018864517365290488,0.0001084266539961172,0.0012655042763180429,0.00027091534830841514,0.00011259946217313513,0.0011168633317426156,0.0046797143919610935,0.001231634391045784,0.001674960050928909,0.002022874296864482,9.955910091649142e-05,0,1,POINT (-53.8008429 -29.68523129999999),1,0,0,13.161624474357557,Não Significativo,0.2
470000,,,Rua Benjamin Constant,900.0,Centro,Santa Maria,66.0,2,1,0,"Rua Benjamin Constant, 900 - Centro, Santa Maria, Brasil","R. Benjamin Constant, 900 - Centro, Santa Maria - RS, 97050-020, Brazil",-29.68523129999999,-53.8008429,0.0018864517365290488,0.0001084266539961172,0.0012655042763180429,0.00027091534830841514,0.00011259946217313513,0.0011168633317426156,0.0046797143919610935,0.001231634391045784,0.001674960050928909,0.002022874296864482,9.955910091649142e-05,0,1,POINT (-53.8008429 -29.68523129999999),1,0,0,13.060487973686241,Não Significativo,0.205
